,Unnamed: 0,Company,Job Title,Location,Job Type,Experience level,Salary,Requirment of the company 
837,882,dentsu international,Data Scientist,UNITED STATES,Full Time,Senior-level,78000.0,"Causal inference,Data Analytics,E-commerce,Economics,Engineering,Machine Learning"
838,883,Jellyfish,Data Analyst,FRANCE,Full Time,Senior-level,92000.0,"Agile,AWS,Azure,Data analysis,Data Analytics,Data Studio"
839,884,Tiger Analytics,Data Engineer, CANADA - REMOTE,Full Time,Mid-level,73000.0,"Architecture,AWS,Azure,Consulting,Consulting firm,Data pipelines"
840,885,People Can Fly,Lead AI Programmer - Remote,CANADA,Full Time,Executive-level,66000.0,"Architecture,Engineering,Jira,Mathematics,OOP,Research"
841,886,Sportradar,Data Scientist,SLOVENIA,Full Time,All-Level,40000.0,"Big Data,Computer Science,Data analysis,Data Analytics,Engineering,Linux"
842,887,NielsenIQ,Data Engineer,INDIA,Full Time,Senior-level,115000.0,"Agile,Airflow,APIs,Azure,Big Data,Business Intelligence"
843,888,Standard Bank Group,Data Scientist,SOUTH AFRICA,Full Time,Senior-level,129000.0,"Credit risk,Data analysis,Data Analytics,Data Mining,Econometrics,Engineering"
844,889,Magno IT Recruitment,Data Analyst,NETHERLANDS,Full Time,Senior-level,92000.0,"Agile,Business Intelligence,Scrum,Spark"
845,890,OKX,Senior Manager (Project & Data Management),HONG KONG,Full Time,Senior-level,55000.0,"Blockchain,Crypto,Data analysis,Data management,Finance,Research"
846,891,Kin + Carta,Data Engineer,COLOMBIA REMOTE,Full Time,Senior-level,115000.0,"Airflow,Angular,APIs,Architecture,AWS,Azure"
847,892,Experian,Pessoa Engenheira de Machine Learning Sênior,BRAZIL,Full Time,Entry-level,35000.0,"Deep Learning,FinTech,Machine Learning,Python,PyTorch,R"
848,893,Clari,"Senior Software Engineer, Data Platform - Remote",UNITED KINGDOM,Full Time,Senior-level,142000.0,"Agile,APIs,AWS,Engineering,ETL,KPIs"
849,894,Tesco Bengaluru,Data Scientist,INDIA,Full Time,Senior-level,50000.0,"CX,Data analysis,Engineering,Excel,Finance,GitHub"
850,895,Raft,Data Engineer, TX (LOCAL REMOTE),Full Time,Senior-level,115000.0,"Airflow,Distributed Systems,Elasticsearch,Flink,Golang,Kafka"
851,896,Boldr,Data Engineer, PHILIPPINES - REMOTE,Full Time,Mid-level,73000.0,"Computer Science,Data management,Data Mining,Data pipelines,Data quality,Engineering"
852,897,Agriaku,Data Analyst,INDONESIA,Full Time,Senior-level,55000.0,"A/B testing,Amplitude,Data Studio,Data visualization,Finance,Looker"
853,898,Hopper,Machine Learning Engineer,TORONTO,Full Time,Senior-level,131000.0,"Amplitude,BigQuery,Data visualization,Docker,FinTech,Kubernetes"
854,899,Dashlane,Data Engineer,PORTUGAL,Full Time,Senior-level,115000.0,"Airflow,AWS,Data governance,Data quality,Engineering,ETL"
855,900,Sand Cherry Associates,Data Architect,UNITED STATES,Full Time,Mid-level,100000.0,"Architecture,Computer Science,Consulting,Data Analytics,Data management,Data visualization"
856,901,SIXT,(Senior) Director Data Science for Pricing / Yield Management  (m/f/d),PORTUGAL,Full Time,Executive-level,73000.0,"CX,Engineering,Machine Learning,ML models"
857,902,24-7 Intouch,Data Analyst,INDIA,Full Time,Mid-level,65000.0,"Computer Science,Data Analytics,Data Mining,Economics,Excel,Mathematics"
858,903,Bosch Group,Data Engineer,ROMANIA,Full Time,Entry-level,30000.0,"Agile,Airflow,Big Data,Data pipelines,Data warehouse,Elasticsearch"
859,904,Roblox,Machine Learning Engineer,UNITED STATES,Full Time,Senior-level,267000.0,"Computer Science,Deep Learning,Engineering,Genetics,Machine Learning,NLP"
860,907,Publicis Groupe,Data Engineer,COLOMBIA,Full Time,Mid-level,73000.0,"Azure,BigQuery,Bigtable,Computer Science,Databricks,Data pipelines"
861,908,Impact,Big Data Infrastructure Engineer,CAPE TOWN,Full Time,Senior-level,48000.0,"Ansible,Architecture,Big Data,BigQuery,GCP,Genetics"
862,909,CI&T,Data Visualization Analyst,BRAZIL,Full Time,Senior-level,55000.0,"Architecture,Azure,CX,Data pipelines,Data visualization,Engineering"
863,910,Bosch Group,Natural Language Processing Intern,UNITED STATES,Internship,Entry-level,0.0,"APIs,Autonomous Driving,Big Data,Circuit Design,Computer Science,Deep Learning"
864,911,Plan-S Satellite and Space Technologies,AI Engineer,TURKEY,Full Time,Mid-level,45000.0,"Computer Science,Deep Learning,Engineering,Linux,Machine Learning,Mathematics"
865,912,KNOREX,Data Engineer,VIET NAM,Full Time,Mid-level,73000.0,"APIs,Data Analytics,Engineering,MongoDB,Node.js,Python"
866,913,Culture Amp,"Lead/Principal Product Manager, AI/ML",MELBOURNE,Full Time,Senior-level,49000.0,"Engineering,Machine Learning,Research"
867,914,Bosch Group,Data Scientist,GERMANY,Full Time,Senior-level,115000.0,"Airflow,Architecture,Azure,Big Data,CI/CD,Computer Science"
868,915,Xtremax,AI Engineer,INDONESIA,Full Time,Mid-level,45000.0,"Computer Science,Machine Learning,Python,Research"
869,916,Toyota Research Institute,Research Scientist,CANADA,Full Time,Senior-level,151000.0,"AWS,Chemistry,Computer Science,Engineering,ICLR,ICML"
870,917,Worldcoin,Senior Analytics Engineer, REMOTE,Full Time,Senior-level,110000.0,"Architecture,Blockchain,Business Intelligence,Computer Science,Engineering,Looker"
871,918,PlayStation Global,Business Intelligence,UNITED KINGDOM,Full Time,Senior-level,62000.0,"Business Intelligence,Computer Science,Data analysis,Data Analytics,Data Mining,Privacy"
872,919,Experian,Data Science Consultant,ITALY,Full Time,All-Level,63000.0,"Computer Science,Data Mining,Data quality,Engineering,Machine Learning,Mathematics"
873,920,Starschema,BI Developer,HUNGARY,Full Time,Entry-level,39000.0,"Azure,Business Intelligence,Data warehouse,Engineering,ETL,Informatica"
874,921,SoFi,Data Engineer, CA; US REMOTE,Full Time,Senior-level,115000.0,"Airflow,Architecture,Computer Science,Data governance,Data management,DataOps"
875,922,Octopus Energy,Data Scientist,UGANDA,Full Time,Entry-level,40000.0,"Agile,AWS,Excel,Machine Learning,NumPy,Pandas"
876,923,Bosch Group,Data Engineer,ROMANIA,Full Time,Senior-level,115000.0,"Agile,Airflow,Architecture,Azure,Big Data,Business Intelligence"
877,924,Numberly,Data Engineer,FRANCE,Full Time,Entry-level,59000.0,"Airflow,APIs,AWS,Data Analytics,DataOps,DevOps"
878,925,Allegro,Data Analyst,POLAND,Full Time,Senior-level,92000.0,"Data Studio,E-commerce,Excel,GCP,Hadoop,Power BI"
879,926,Bosch Group,Graduate Motorsport Data Analyse and Engineer,UNITED KINGDOM,Full Time,Entry-level,39000.0,"Agile,Computer Science,Data analysis,Data Analytics,Economics,Engineering"
880,927,Veeva Systems,Data Operations Manager - Link,HUNGARY - BUDAPEST,Full Time,All-Level,56000.0,"Data governance,DataOps,Engineering,KPIs,PhD,Research"
881,928,SecurityScorecard,VP of Data Science, REMOTE,Full Time,Executive-level,73000.0,"Architecture,AWS,Computer Science,CX,Data Analytics,Data Mining"
882,929,Standard Bank Group,"Manager, Data Science (Machine Learning)",SOUTH AFRICA,Full Time,Entry-level,30000.0,"AWS,Azure,Credit risk,Data analysis,Data Analytics,Data Mining"
883,930,InMobi,Data Scientist,SAN MATEO,Full Time,Executive-level,144000.0,"Agile,Big Data,Computer Science,Economics,Engineering,Genetics"
884,931,Wolt,Machine Learning Engineer,FINLAND,Full Time,Senior-level,131000.0,"Docker,Engineering,Kubernetes,Machine Learning,MLOps,Python"
885,932,Palo Alto Networks,Machine Learning Engineer,UNITED STATES,Full Time,Senior-level,140000.0,"AWS,Computer Science,Computer Vision,Deep Learning,Docker,Engineering"
886,933,Verisk,Data Engineer,UNITED STATES,Full Time,Senior-level,115000.0,"APIs,Architecture,AWS,Big Data,CI/CD,Data analysis"
887,934,Block,"Senior Data Science Manager, Marketing",UNITED STATES,Full Time,Senior-level,245000.0,"Airflow,Banking,BigQuery,Blockchain,Crypto,Engineering"
888,935,"Flagship Pioneering, Inc.","Scientist I, Computational Biology", MA USA,Full Time,Senior-level,69000.0,"AWS,Bayesian,Biology,Computer Science,EC2,ECS"
889,936,66degrees,"Data Analytics Architect, Multi-Instance",UNITED STATES,Full Time,Senior-level,62000.0,"APIs,Architecture,Big Data,Business Intelligence,Computer Science,Data Analytics"
890,937,Noble.AI,Research Scientist,UNITED STATES - REMOTE,Full Time,Mid-level,175000.0,"AWS,Biology,Chemistry,Computer Science,Computer Vision,Deep Learning"
891,938,Framestore,Data Ops,INDIA,Full Time,Executive-level,102000.0,"Data analysis,Data management,DataOps,Jira,Linux,Python"
892,939,Flexport,Data Analyst,UNITED STATES,Full Time,Senior-level,119000.0,"Data Analytics,ELT,Looker,OKR,Python,R"
893,940,Lightcast,Data Engineer,REMOTE AVAILABLE,Full Time,Senior-level,115000.0,"Agile,Architecture,Big Data,Computer Science,Engineering,Testing"
894,941,Snowflake Inc.,Sr. Security Analytics Engineer,UNITED STATES,Full Time,Senior-level,110000.0,"Computer Science,Data Analytics,Data pipelines,Data quality,Engineering,Pipelines"
895,942,Bosch Group,"Senior DevOps Engineer ""Big Data Platform - Hadoop"" (f/m/div.)",GERMANY,Full Time,Senior-level,62000.0,"Agile,Azure,Big Data,Computer Science,Consulting,DevOps"
896,943,Prevail,Data Analyst,UNITED KINGDOM,Full Time,Mid-level,65000.0,"AWS,Azure,Big Data,Computer Science,Consulting,Data analysis"
897,944,Credera,Principal  - Data Science,LOS ANGELES,Full Time,Senior-level,224000.0,"Architecture,AWS,Azure,Cluster analysis,Computer Science,Consulting"
898,945,Discovery Education,Data Scientist, UNITED STATES - REMOTE,Full Time,All-Level,92000.0,"A/B testing,AWS,Deep Learning,GitHub,Lambda,Machine Learning"
899,946,Twilio,Machine Learning Engineer,REMOTE - US,Full Time,Senior-level,160000.0,"APIs,Causal inference,Deep Learning,Engineering,LLMs,Machine Learning"
900,947,Amazon.com,"Principal Applied Scientist, Sponsored Products",UNITED STATES,Full Time,Senior-level,159000.0,"Computer Science,Deep Learning,Engineering,Machine Learning,PhD,Pipelines"
901,948,Credera,Senior Machine Learning Architect,LOS ANGELES,Full Time,Senior-level,189000.0,"Agile,Architecture,AWS,Azure,Cluster analysis,Computer Science"
902,949,Sportradar,Sport data operator,ESTONIA,Full Time,Entry-level,39000.0,"Data quality,SLAM"
903,950,Block,Credit Risk Decision Scientist - Afterpay,UNITED STATES,Full Time,Senior-level,126000.0,"Banking,Blockchain,Credit risk,Crypto,Data analysis,Data pipelines"
904,951,Miratech,Python/ETL Developer,SPAIN,Full Time,Entry-level,63000.0,"Bitbucket,ELT,ETL,Git,Jira,Python"
905,952,Databricks,Data Analyst,COSTA RICA,Full Time,Senior-level,92000.0,"Computer Science,Consulting,Databricks,Economics,Engineering,Excel"
906,953,SecurityScorecard,Data Scientist,REMOTE,Full Time,Senior-level,62000.0,"Business Intelligence,Causal inference,Economics,Finance,Mathematics,Privacy"
907,954,NielsenIQ,Business Intelligence,UNITED STATES,Full Time,Mid-level,60000.0,"Business Intelligence,Consulting,Excel,Genetics,Power BI,Robotics"
908,956,Openlogix Corporation,Data Analyst,PAPUA NEW GUINEA,Full Time,Mid-level,65000.0,"Agile,Data Analytics,Research"
909,957,Machina Labs,Business Intelligence,CANADA,Full Time,Entry-level,44000.0,"Business Intelligence,Consulting,Engineering,Excel,Finance,Research"
910,958,Cricut,Data Scientist,UNITED STATES,Full Time,Senior-level,129000.0,"Computer Science,Data analysis,Economics,Machine Learning,Mathematics,NLP"
911,959,Chainalysis,Data Scientist,NEW YORK CITY | REMOTE-USA | REMOTE-CAN,Full Time,All-Level,92000.0,"Banking,Blockchain,Engineering,ETL,Matplotlib,NumPy"
912,960,Deloitte,Vacation work - (AIS) Actuarial & Insurance Solutions 2023- Johannesburg,SOUTH AFRICA,Full Time,Entry-level,30000.0,"Consulting,Data Analytics"
913,961,Amazon.com,"Applied Scientist- Search Query Recommendation, Search Assistance",UNITED STATES,Full Time,Senior-level,136000.0,"Data Mining,Engineering,Linux,Machine Learning,PhD,Python"
914,962,Visa,"Director, Data Science",INDIA,Full Time,Executive-level,65000.0,"Big Data,Business Analytics,Computer Science,Data Analytics,Distributed Systems,Economics"
915,963,Neo Cybernetica,Senior Robotics Software Engineer,NEW HAMPSHIRE AREA,Full Time,Senior-level,69000.0,"Architecture,Cybernetics,DataRobot,Drones,Lidar,Linux"
916,964,Wayfair Inc.,"Senior Product Manager, Supplier Advertising (Machine Learning)",CANADA,Full Time,Senior-level,69000.0,"Economics,Engineering,Machine Learning,ML models,Privacy,Research"
917,965,Experian,Pessoa Engenheira de Machine Learning Júnior,BRAZIL,Full Time,Entry-level,35000.0,"AWS,Big Data,FinTech,Hadoop,Machine Learning,Pipelines"
918,966,Rec Room,Research Analyst,REMOTE (UNITED STATES),Full Time,Senior-level,63000.0,"Data analysis,Genetics,Market research,Research,SQL,Statistics"
919,968,ActiveCampaign,Business Intelligence,COSTA RICA,Full Time,Senior-level,69000.0,"Airflow,Architecture,Avro,AWS,Big Data,Business Intelligence"
920,969,Bosch Group,Gruppenleitung Supply Chain Management & Data Analytics (w/m/div.),GERMANY,Full Time,Senior-level,62000.0,"Data Analytics,Industrial"
921,970,RYTE Corporation,Data Engineer,FRANCE,Full Time,Senior-level,115000.0,"Agile,API Development,APIs,Architecture,Azure,Big Data"
922,971,Visa,Data Engineer,INDIA,Full Time,Senior-level,115000.0,"Agile,Architecture,Big Data,Clustering,Computer Science,Data governance"
923,972,Libertex Group,Data Architect,TURKEY,Full Time,Mid-level,135000.0,"Architecture,Classification,Data governance,Data quality,ELT,ETL"
924,973,bunq,Data Science Intern - Large Language Model,NETHERLANDS,Internship,Entry-level,0.0,"Engineering,FinTech,LLMs,NLP"
925,974,Visa,Data Scientist,INDIA,Full Time,Senior-level,129000.0,"Airflow,APIs,Architecture,Business Analytics,Computer Science,Data analysis"
926,975,Capco,Senior ETL Datastage Developer,INDIA - PUNE,Full Time,Senior-level,55000.0,"Agile,Banking,Data Warehousing,ETL,Finance,Jira"
927,976,Verisk,Data Analyst,POLAND,Full Time,Entry-level,48000.0,"Big Data,Data Analytics,Data governance,Excel,Python,SQL"
928,977,Crunchyroll Inc.,Data Analyst, DALLAS,Full Time,All-Level,105000.0,"Amplitude,Data analysis,Data visualization,KPIs,Python,R"
929,978,Lyft,Data Scientist,NEW YORK CITY,Full Time,Senior-level,139000.0,"Economics,Engineering,Mathematics,Python,R,Research"
930,979,Seldon,MLOps Engineer,UNITED STATES,Full Time,Senior-level,62000.0,"Computer Science,HuggingFace,LLMs,Machine Learning,ML models,MLOps"
931,980,Deutsche Telekom IT Solutions,Data Engineer,HUNGARY,Full Time,Entry-level,59000.0,"Data Warehousing,ETL,GitLab,Python,SQL"
932,981,Kensho,Senior ML Engineer - NLP,MOROCCO,Full Time,Senior-level,131000.0,"Airflow,Architecture,ASR,AWS,Classification,Computer Science"
933,982,ICEYE,Data Engineer, FINLAND - REMOTE,Full Time,Mid-level,73000.0,"Ansible,API Development,APIs,Architecture,AWS,CI/CD"
934,983,Roofstock,Business Intelligence,REMOTE,Full Time,Senior-level,62000.0,"Business Intelligence,Computer Science,Data analysis,Data governance,Data visualization,Data warehouse"
935,984,Kalles Group,Data Engineer,SEATTLE AREA,Full Time,Senior-level,90000.0,"Agile,APIs,Azure,Databricks,Data governance,Machine Learning"
936,985,Visa,Data Engineer,INDIA,Full Time,Executive-level,200000.0,"Architecture,Big Data,Computer Science,Engineering,Hadoop,Kafka"
937,986,Aledade,Business Intelligence, TX,Full Time,All-Level,56000.0,"Architecture,Business Intelligence,Data management,Data quality,Data warehouse,Engineering"
938,987,Definitive Logic,Data Engineer,LATVIA,Full Time,All-Level,96000.0,"Agile,Big Data,Consulting,Consulting firm,Databricks,Data pipelines"
939,988,Framestore,Data Analyst,INDIA,Full Time,Senior-level,92000.0,"Data Analytics,Excel,KPIs,Periscope,Power BI,Tableau"
940,989,Farfetch,Data Analyst,PORTUGAL,Full Time,Senior-level,92000.0,"Big Data,Computer Science,Consulting,CX,Data Mining,E-commerce"
941,991,Inbox Business Technologies,Data Scientist,PAKISTAN,Full Time,Senior-level,129000.0,"A/B testing,Architecture,Computer Science,Data Analytics,Data Mining,Data strategy"
942,992,Kitware,Technical Leader of Computer Vision,UNITED STATES,Full Time,Senior-level,62000.0,"CMake,Computer Science,Computer Vision,Deep Learning,Machine Learning,Open Source"
943,993,Bosch Group,AI Product Owner - Manufacturing (f/m/div.),GERMANY,Full Time,Entry-level,39000.0,"Computer Science,Engineering,GitHub,Industrial,Machine Learning,Physics"
944,994,Flexport,Data Scientist, SAN FRANCISCO,Full Time,Senior-level,182000.0,"Engineering,Perl,Python,SQL"
945,995,Withings,Stage - NLP Engineer (H/F),FRANCE,Full Time,Entry-level,39000.0,"Agile,APIs,Elasticsearch,Engineering,Linux,LLMs"
946,996,Syngenta Group,Machine Learning Ops Specialist,UNITED STATES,Full Time,Senior-level,69000.0,"Agile,AWS,Azure,Big Data,CI/CD,Data visualization"
947,997,Moloco,Machine Learning Engineer,"KOREA, REPUBLIC OF",Full Time,Senior-level,131000.0,"BigQuery,Bigtable,Computer Science,Computer Vision,Dataflow,Data pipelines"
948,998,Moloco,Manager of Growth Data Science,UNITED KINGDOM,Full Time,Senior-level,62000.0,"Big Data,Data Analytics,Data visualization,Engineering,Excel,Looker"
949,999,NielsenIQ,Customer Success & Insight Analyst,UNITED STATES,Full Time,Entry-level,44000.0,"Business Intelligence,CX,Data analysis,Genetics"
950,1000,TripAdvisor,Senior Product Manager - Machine Learning,OPEN TO REMOTE,Full Time,Senior-level,150000.0,"Big Data,Engineering,Machine Learning,OKR,Testing"
951,1001,Trusting Social,Data Scientist,VIET NAM,Full Time,All-Level,92000.0,"Big Data,Computer Science,FinTech,Machine Learning,Mathematics,ML models"
952,1002,Syngenta Group,Data Engineer,UNITED STATES,Full Time,Senior-level,115000.0,"APIs,Computer Science,Data quality,Engineering,Mathematics,Model design"
953,1003,ServiceNow,Staff Research Scientist/Engineer - ATG,UNITED STATES,Full Time,Senior-level,159000.0,"Machine Learning,OOP,PhD,Python,Research,Testing"
954,1004,Capco,Analista de Sistemas | Foco em Power BI e SharePoint,BRAZIL - SAO PAULO,Full Time,Senior-level,55000.0,"MySQL,Oracle,PHP,PostgreSQL,Power BI,SharePoint"
955,1005,Canva,Staff Applied Scientist (Open to remote across ANZ),AUSTRALIA,Full Time,Senior-level,184000.0,"Airflow,Architecture,CI/CD,Computer Science,Engineering,Generative modeling"
956,1006,Fivesky,Data Specialist - Governance,HUNGARY,Full Time,Senior-level,70000.0,"Data management,Data quality,Data visualization,Excel,Python,Security"
957,1007,Calendly,Data Engineer,REMOTE,Full Time,Senior-level,115000.0,"Airflow,Architecture,BigQuery,Business Analytics,Data pipelines,Data warehouse"
958,1008,NielsenIQ,Data Scientist,POLAND,Full Time,Entry-level,40000.0,"Business Intelligence,E-commerce,Genetics,KPIs,Market research,Python"
959,1009,CarGurus,"Manager, Product Data Analytics",MOROCCO,Full Time,Senior-level,69000.0,"A/B testing,Architecture,Consulting,Data Analytics,Data Mining,Engineering"
960,1010,Tecsa,Data Scientist,UNITED KINGDOM,Full Time,Mid-level,60000.0,"Agile,AWS,Azure,Clustering,Computer Science,Data Analytics"
961,1011,Amazon.com,"Applied Scientist II, AWS AI",UNITED STATES,Full Time,Senior-level,136000.0,"Architecture,ASR,AWS,Computer Vision,Data Mining,Linux"
962,1012,Relativity,Senior Robotics Engineer,UNITED STATES,Full Time,Senior-level,157000.0,"Architecture,Computer Science,Engineering,Industrial,Linux,Python"
963,1013,Western Digital,"Scientist 1, Data Science",MALAYSIA,Full Time,Entry-level,35000.0,"Agile,Angular,Architecture,Azure,Bitbucket,Chatbots"
964,1014,Visa,Data Engineer,INDIA,Full Time,Senior-level,115000.0,"Agile,Airflow,Clustering,Computer Science,Data governance,Data Mining"
965,1015,Palo Alto Networks,"Research Engineering Manager, Unit 42 (Remote)",UNITED STATES,Full Time,Senior-level,156000.0,"AWS,Azure,BigQuery,Consulting,Elasticsearch,Engineering"
966,1018,SpotOn,Data Analyst, IL; REMOTE,Full Time,Senior-level,110000.0,"Amplitude,BigQuery,Computer Science,Data analysis,Data Analytics,Data warehouse"
967,1020,Neuralink,"Software Engineer, Robotics",UNITED STATES,Full Time,Senior-level,69000.0,"Computer Science,Computer Vision,Engineering,Linux,Robotics"
968,1021,Neo Cybernetica,AI Research Engineer,POLAND OR EASTERN EUROPE REMOTE,Full Time,Senior-level,105000.0,"Cybernetics,DataRobot,Engineering,Keras,Machine Learning,Python"
969,1022,Snowflake Inc.,Staff Software Engineer - Streaming Data Pipelines,UNITED STATES,Full Time,Senior-level,214000.0,"Computer Science,Data pipelines,Distributed Systems,Engineering,Kafka,Pipelines"
970,1023,Visa,Data Engineer,INDIA,Full Time,Senior-level,115000.0,"Agile,API Development,APIs,Big Data,Business Intelligence,Computer Science"
971,1024,Bosch Group,Data Scientist,GERMANY,Full Time,Senior-level,129000.0,"Big Data,Computer Science,Hadoop,Keras,Machine Learning,Mathematics"
972,1025,Publicis Groupe,Business Intelligence,UNITED STATES,Full Time,Mid-level,56000.0,"Business Intelligence,Consulting,Data analysis,Excel,Finance,Power BI"
973,1026,"Faire Wholesale, Inc.",Data Scientist,CANADA,Full Time,Senior-level,129000.0,"APIs,Causal inference,Deep Learning,E-commerce,Economics,Engineering"
974,1027,Moloco,Data Scientist,"KOREA, REPUBLIC OF",Full Time,Senior-level,129000.0,"Biology,Causal inference,Clustering,Computer Science,Data analysis,Deep Learning"
975,1028,Chime,Data Scientist,CANADA,Full Time,Senior-level,167000.0,"Banking,Bayesian,Big Data,Causal inference,Econometrics,FinTech"
976,1029,"Alation, Inc.",Data Engineer,CHENNAI (HYBRID),Full Time,Senior-level,115000.0,"Agile,Big Data,Computer Science,Data Analytics,Data governance,Data management"
977,1030,Next Phase,Data Analyst,UNITED STATES,Full Time,Mid-level,65000.0,"Data analysis,Data Analytics,Testing"
978,1031,2K,Data Scientist,UNITED STATES,Full Time,Senior-level,62000.0,"A/B testing,Big Data,Business Analytics,Business Intelligence,Clustering,Data Analytics"
979,1032,Focal Systems,AI/ML Data Labeling Manager - UK,REMOTE IN THE UK,Full Time,All-Level,56000.0,"Business Intelligence,Computer Vision,Data Analytics,DataOps,Deep Learning,Engineering"
980,1033,Mondia Group,Data Scientist,EGYPT,Full Time,Mid-level,60000.0,"Big Data,Cassandra,Data Mining,HBase,Machine Learning,ML models"
981,1034,Coniq,Data Analyst,SPAIN,Full Time,Mid-level,65000.0,"Agile,MySQL,Python,RDBMS,SQL,Statistics"
982,1035,Mixpanel,Data Scientist, REMOTE,Full Time,Senior-level,167000.0,"Data analysis,Machine Learning,ML models,Python,R,Research"
983,1036,KPI Solutions,Data Analyst, UNITED STATES - REMOTE,Full Time,Mid-level,65000.0,"Computer Science,Data Analytics,Engineering,Excel,Mathematics,RDBMS"
984,1037,Carousell Group,Data Engineer,INDONESIA,Full Time,Senior-level,115000.0,"Ansible,APIs,AWS,Big Data,Business Intelligence,Cassandra"
985,1038,GRAIL,Staff Bioinformatics Scientist - Machine Learning/Classifier Research and Development #2802 (Seattle),UNITED KINGDOM,Full Time,Senior-level,173000.0,"Biology,Computer Science,Data analysis,Engineering,Git,Linux"
986,1039,Business & Decision,Consultant(e) Power BI,FRANCE,Full Time,Entry-level,39000.0,"ETL,Power BI"
987,1040,Decision Foundry,Data Engineer,INDIA,Full Time,Mid-level,73000.0,"APIs,CI/CD,Data pipelines,Data quality,GitHub,GitLab"
988,1041,Publicis Groupe,Data Engineer,COLOMBIA,Full Time,Senior-level,115000.0,"APIs,Deep Learning,ETL,GCP,Google Cloud,Hadoop"
989,1043,BusPatrol,Data Analyst,REMOTE,Full Time,Senior-level,92000.0,"Computer Science,Data analysis,Data visualization,Data Warehousing,Engineering,ETL"
990,1044,QuintoAndar,Machine Learning Engineer, BRAZIL - REMOTE,Full Time,Mid-level,74000.0,"API Development,APIs,Architecture,AWS,Computer Science,Engineering"
991,1045,Verisk,Data Analyst,POLAND,Full Time,Entry-level,48000.0,"Big Data,Data Analytics,Data governance,Excel,NumPy,Pandas"
992,1046,ServiceNow,Sr Staff Applied Research Scientist - ATG Core LLM Team,UNITED STATES,Full Time,Senior-level,184000.0,"LLMs,Machine Learning,OOP,PhD,Pipelines,Python"
993,1047,Axiom,Data Engineer,UNITED KINGDOM,Full Time,Senior-level,115000.0,"Agile,APIs,Architecture,AWS,Big Data,Business Intelligence"
994,1048,SSENSE,Data Analyst,CANADA,Full Time,Senior-level,92000.0,"Business Intelligence,Computer Science,CX,Data visualization,E-commerce,Engineering"
995,1050,Dynatrace,Data Modeler,POLAND,Full Time,Senior-level,62000.0,"AWS,Azure,Business Intelligence,Data analysis,Data pipelines,Data quality"
996,1051,Publicis Groupe,Data Analyst,COLOMBIA,Full Time,Senior-level,92000.0,"Data analysis,Data Analytics,Excel,Market research,Privacy,Research"
997,1052,SOPHiA GENETICS,Data Engineer,FRANCE,Full Time,Mid-level,73000.0,"Agile,Big Data,Computer Science,Data analysis,Databricks,DataOps"
998,1053,Business & Decision,Business Analyst,FRANCE,Full Time,Senior-level,92000.0,"Architecture,AWS,Azure,Big Data,Consulting,GCP"
999,1054,Publicis Groupe,Manager - DS-AI & Machine Learning,INDIA,Full Time,Mid-level,45000.0,"Agile,Computer Science,Consulting,CX,Docker,Engineering"
1000,1055,Medalogix,Data Engineer,UNITED STATES - REMOTE,Full Time,All-Level,96000.0,"Agile,Azure,Computer Science,Data Analytics,Data pipelines,Data Warehousing"
1001,1056,LivePerson,Senior Backend Software Engineer- Big Data Analytics,INDIA,Full Time,Senior-level,49000.0,"AWS,Azure,Big Data,Computer Science,Data Analytics,Databricks"
1002,1057,Mozilla,"Staff Product Manager, Machine Learning and Recommendations",REMOTE GERMANY,Full Time,Senior-level,80000.0,"Agile,Computer Science,Data management,Engineering,Machine Learning,MLOps"
1003,1058,Publicis Groupe,Data Analyst,CANADA,Full Time,Senior-level,92000.0,"Computer Science,Data analysis,Data quality,Data visualization,E-commerce,Economics"
1004,1059,Softeta,Data Analyst,LITHUANIA,Full Time,Mid-level,65000.0,"Agile,Data quality,Data visualization,KPIs,Power BI,Scrum"
1005,1060,Verisk,Data Developer,UNITED STATES,Full Time,Senior-level,69000.0,"Architecture,AWS,Big Data,Data Analytics,Data governance,Data Warehousing"
1006,1061,SumUp,Analytics Engineer - Consumer & Order and Pay,UNITED KINGDOM,Full Time,Senior-level,110000.0,"Architecture,Business Intelligence,Engineering,Looker,Snowflake,Tableau"
1007,1062,Blue Orange Digital,Data Engineer, MX - REMOTE,Full Time,Senior-level,72000.0,"Architecture,AWS,Computer Science,Data Analytics,Data pipelines,DevOps"
1008,1063,Rokt,Machine Learning Engineer,UNITED STATES,Full Time,Mid-level,200000.0,"Computer Science,Computer Vision,Deep Learning,E-commerce,Engineering,Industrial"
1009,1064,SIXT,(Senior) Director Data Science for Pricing / Yield Management & Data Science Lead Team Portugal (m/f/d),PORTUGAL,Full Time,Executive-level,73000.0,"CX,Engineering,Machine Learning,ML models"
1010,1065,Focal Systems,AI/ML Data Labeling Manager - US,CANADA,Full Time,Senior-level,69000.0,"Business Intelligence,Computer Vision,Data Analytics,DataOps,Deep Learning,Engineering"
1011,1066,Allegro,Data Scientist,POLAND,Full Time,All-Level,92000.0,"E-commerce,GCP,Hadoop,PySpark,Python,R"
1012,1067,Treatwell,Head of Data, UNITED KINGDOM - REMOTE,Full Time,Executive-level,102000.0,"Architecture,Data quality,Data strategy,Engineering,Looker,Machine Learning"
